fdid,path,status,error,detail,chunked,skel,n_vertices,n_bones,n_sequences,n_skins,n_lod_skins,n_particles,checks_failed
198777,world/generic/nightelf/passive doodads/lamps/kalidarstreetlamp02.m2,ok,,,1,0,115,5,1,1,0,1,
198779,world/generic/nightelf/passive doodads/lanterns/nightelfhanginglantern.m2,ok,,,1,0,82,3,1,1,0,1,
198780,world/generic/nightelf/passive doodads/lanterns/nightelflantern01.m2,ok,,,1,0,180,4,1,1,0,2,
198781,world/generic/nightelf/passive doodads/lanterns/nightelflantern02.m2,ok,,,1,0,246,7,1,1,0,3,
198785,world/generic/nightelf/passive doodads/magicalimplements/nemagicimplement01.m2,ok,,,1,0,148,3,1,1,0,2,
198786,world/generic/nightelf/passive doodads/magicalimplements/nemagicimplement02.m2,ok,,,1,0,300,5,1,1,0,4,
198787,world/generic/nightelf/passive doodads/magicalimplements/nemagicimplement03.m2,ok,,,1,0,171,2,1,1,0,0,
198788,world/generic/nightelf/passive doodads/magicalimplements/nemagicimplement04.m2,ok,,,1,0,215,3,1,1,0,2,
198789,world/generic/nightelf/passive doodads/magicalimplements/nemagicimplement05.m2,ok,,,1,0,225,5,1,1,0,2,
198790,world/generic/nightelf/passive doodads/magicalimplements/nemagicimplement06.m2,ok,,,1,0,176,7,1,1,0,1,
198791,world/generic/nightelf/passive doodads/magicalimplements/nemagicimplement07.m2,ok,,,1,0,133,2,1,1,0,0,
198792,world/generic/nightelf/passive doodads/magicalimplements/nemagicimplement08.m2,ok,,,1,0,168,6,1,1,0,2,
198793,world/generic/nightelf/passive doodads/magicalimplements/nemagicimplement09.m2,ok,,,1,0,194,7,1,1,0,2,
198794,world/generic/nightelf/passive doodads/magicalimplements/nemagicimplement10.m2,ok,,,1,0,195,11,1,1,0,5,
198798,world/generic/nightelf/passive doodads/moonwelllight/moonwelllight.m2,ok,,,1,0,527,4,1,1,0,1,
198801,world/generic/nightelf/passive doodads/pottery/elvenpottery01.m2,ok,,,1,0,83,10,1,1,0,0,
198802,world/generic/nightelf/passive doodads/pottery/elvenpottery02.m2,ok,,,1,0,51,1,1,1,0,0,
198803,world/generic/nightelf/passive doodads/pottery/elvenpottery03.m2,ok,,,1,0,96,1,1,1,0,0,
198804,world/generic/nightelf/passive doodads/pottery/elvenpottery04.m2,ok,,,1,0,111,1,1,1,0,0,
198805,world/generic/nightelf/passive doodads/pvpwalls/aszharapvp_walls_01.m2,ok,,,1,0,858,1,1,1,0,0,
198806,world/generic/nightelf/passive doodads/pvpwalls/aszharapvp_walls_02.m2,ok,,,1,0,255,1,1,1,0,0,
198807,world/generic/nightelf/passive doodads/pvpwalls/aszharapvp_walls_03.m2,ok,,,1,0,217,1,1,1,0,0,
198808,world/generic/nightelf/passive doodads/ruins/azrelfruin01.m2,ok,,,1,0,262,1,1,1,0,0,
198809,world/generic/nightelf/passive doodads/ruins/azrelfruin02.m2,ok,,,1,0,69,1,1,1,0,0,
198810,world/generic/nightelf/passive doodads/ruins/azrelfruin03.m2,ok,,,1,0,57,1,1,1,0,0,
198811,world/generic/nightelf/passive doodads/ruins/azrelfruin04.m2,ok,,,1,0,60,1,1,1,0,0,
198812,world/generic/nightelf/passive doodads/ruins/azrelfruin05.m2,ok,,,1,0,55,1,1,1,0,0,
198813,world/generic/nightelf/passive doodads/ruins/azrelfruin06.m2,ok,,,1,0,102,1,1,1,0,0,
198814,world/generic/nightelf/passive doodads/ruins/azrelfruin07.m2,ok,,,1,0,323,1,1,1,0,0,
198815,world/generic/nightelf/passive doodads/ruins/azrelfruin08.m2,ok,,,1,0,252,1,1,1,0,0,
198816,world/generic/nightelf/passive doodads/ruins/azrelfruin09.m2,ok,,,1,0,179,1,1,1,0,0,
198817,world/generic/nightelf/passive doodads/ruins/azrelfruin10.m2,ok,,,1,0,94,1,1,1,0,0,
198824,world/generic/nightelf/passive doodads/ruins/newelfruin01.m2,ok,,,1,0,262,1,1,1,0,0,
198825,world/generic/nightelf/passive doodads/ruins/newelfruin02.m2,ok,,,1,0,69,1,1,1,0,0,
198826,world/generic/nightelf/passive doodads/ruins/newelfruin03.m2,ok,,,1,0,57,1,1,1,0,0,
198827,world/generic/nightelf/passive doodads/ruins/newelfruin04.m2,ok,,,1,0,62,1,1,1,0,0,
198828,world/generic/nightelf/passive doodads/ruins/newelfruin05.m2,ok,,,1,0,55,1,1,1,0,0,
198829,world/generic/nightelf/passive doodads/ruins/newelfruin06.m2,ok,,,1,0,92,1,1,1,0,0,
198830,world/generic/nightelf/passive doodads/ruins/newelfruin07.m2,ok,,,1,0,323,1,1,1,0,0,
198831,world/generic/nightelf/passive doodads/ruins/newelfruin08.m2,ok,,,1,0,252,1,1,1,0,0,
198832,world/generic/nightelf/passive doodads/ruins/newelfruin09.m2,ok,,,1,0,179,1,1,1,0,0,
198833,world/generic/nightelf/passive doodads/ruins/newelfruin10.m2,ok,,,1,0,94,1,1,1,0,0,
198834,world/generic/nightelf/passive doodads/ruins/nightelfruins01.m2,ok,,,1,0,179,1,1,1,0,0,
198835,world/generic/nightelf/passive doodads/ruins/nightelfruins02.m2,ok,,,1,0,90,1,1,1,0,0,
198836,world/generic/nightelf/passive doodads/ruins/nightelfruins03.m2,ok,,,1,0,50,1,1,1,0,0,
198837,world/generic/nightelf/passive doodads/ruins/nightelfruins04.m2,ok,,,1,0,33,1,1,1,0,0,
198838,world/generic/nightelf/passive doodads/ruins/nightelfruins05.m2,ok,,,1,0,128,1,1,1,0,0,
198839,world/generic/nightelf/passive doodads/ruins/nightelfruins07.m2,ok,,,1,0,406,1,1,1,0,0,
198842,world/generic/nightelf/passive doodads/screens/ne_screen01.m2,ok,,,1,0,52,1,1,1,0,0,
198845,world/generic/nightelf/passive doodads/signposts/nightelfsignpost01.m2,ok,,,1,0,329,1,1,1,0,0,
198846,world/generic/nightelf/passive doodads/signposts/nightelfsignpost02.m2,ok,,,1,0,329,1,1,1,0,0,
198847,world/generic/nightelf/passive doodads/signposts/nightelfsignpostpointer01.m2,ok,,,1,0,18,1,1,1,0,0,
198848,world/generic/nightelf/passive doodads/signposts/nightelfsignpostpointer02.m2,ok,,,1,0,18,1,1,1,0,0,
198888,world/generic/nightelf/passive doodads/signs/nightelfshopsignbase01.m2,ok,,,1,0,165,1,1,1,0,0,
198889,world/generic/nightelf/passive doodads/signs/nightelfsign_alchemist.m2,ok,,,1,0,166,1,1,1,0,0,
198890,world/generic/nightelf/passive doodads/signs/nightelfsign_armory.m2,ok,,,1,0,166,1,1,1,0,0,
198891,world/generic/nightelf/passive doodads/signs/nightelfsign_axes.m2,ok,,,1,0,166,1,1,1,0,0,
198892,world/generic/nightelf/passive doodads/signs/nightelfsign_bags.m2,ok,,,1,0,166,1,1,1,0,0,
198893,world/generic/nightelf/passive doodads/signs/nightelfsign_baker.m2,ok,,,1,0,166,1,1,1,0,0,
198894,world/generic/nightelf/passive doodads/signs/nightelfsign_bank.m2,ok,,,1,0,166,1,1,1,0,0,
198895,world/generic/nightelf/passive doodads/signs/nightelfsign_blacksmith.m2,ok,,,1,0,166,1,1,1,0,0,
198896,world/generic/nightelf/passive doodads/signs/nightelfsign_bows.m2,ok,,,1,0,166,1,1,1,0,0,
198897,world/generic/nightelf/passive doodads/signs/nightelfsign_breadshop.m2,ok,,,1,0,166,1,1,1,0,0,
198898,world/generic/nightelf/passive doodads/signs/nightelfsign_cartography.m2,ok,,,1,0,166,1,1,1,0,0,
198899,world/generic/nightelf/passive doodads/signs/nightelfsign_clotharmor.m2,ok,,,1,0,166,1,1,1,0,0,
198900,world/generic/nightelf/passive doodads/signs/nightelfsign_cooking.m2,ok,,,1,0,166,1,1,1,0,0,
198901,world/generic/nightelf/passive doodads/signs/nightelfsign_daggers.m2,ok,,,1,0,166,1,1,1,0,0,
198902,world/generic/nightelf/passive doodads/signs/nightelfsign_drinks.m2,ok,,,1,0,166,1,1,1,0,0,
198903,world/generic/nightelf/passive doodads/signs/nightelfsign_enchanting.m2,ok,,,1,0,166,1,1,1,0,0,
198904,world/generic/nightelf/passive doodads/signs/nightelfsign_engineering.m2,ok,,,1,0,166,1,1,1,0,0,
198905,world/generic/nightelf/passive doodads/signs/nightelfsign_firstaid.m2,ok,,,1,0,166,1,1,1,0,0,
198906,world/generic/nightelf/passive doodads/signs/nightelfsign_fishing.m2,ok,,,1,0,166,1,1,1,0,0,
198907,world/generic/nightelf/passive doodads/signs/nightelfsign_fletcher.m2,ok,,,1,0,166,1,1,1,0,0,
198908,world/generic/nightelf/passive doodads/signs/nightelfsign_florist.m2,ok,,,1,0,166,1,1,1,0,0,
198909,world/generic/nightelf/passive doodads/signs/nightelfsign_general.m2,ok,,,1,0,166,1,1,1,0,0,
198910,world/generic/nightelf/passive doodads/signs/nightelfsign_herbalist.m2,ok,,,1,0,166,1,1,1,0,0,
198911,world/generic/nightelf/passive doodads/signs/nightelfsign_hippogryph.m2,ok,,,1,0,166,1,1,1,0,0,
198912,world/generic/nightelf/passive doodads/signs/nightelfsign_inscribing.m2,ok,,,1,0,166,1,1,1,0,0,
198913,world/generic/nightelf/passive doodads/signs/nightelfsign_leatherarmor.m2,ok,,,1,0,166,1,1,1,0,0,
198914,world/generic/nightelf/passive doodads/signs/nightelfsign_lockpicking.m2,ok,,,1,0,166,1,1,1,0,0,
198915,world/generic/nightelf/passive doodads/signs/nightelfsign_maces.m2,ok,,,1,0,166,1,1,1,0,0,
198916,world/generic/nightelf/passive doodads/signs/nightelfsign_magicshop.m2,ok,,,1,0,166,1,1,1,0,0,
198917,world/generic/nightelf/passive doodads/signs/nightelfsign_mailarmor.m2,ok,,,1,0,166,1,1,1,0,0,
198918,world/generic/nightelf/passive doodads/signs/nightelfsign_meatshop.m2,ok,,,1,0,166,1,1,1,0,0,
198919,world/generic/nightelf/passive doodads/signs/nightelfsign_mining.m2,ok,,,1,0,166,1,1,1,0,0,
198920,world/generic/nightelf/passive doodads/signs/nightelfsign_noblehouse.m2,ok,,,1,0,166,1,1,1,0,0,
198921,world/generic/nightelf/passive doodads/signs/nightelfsign_poisons.m2,ok,,,1,0,166,1,1,1,0,0,
198922,world/generic/nightelf/passive doodads/signs/nightelfsign_shields.m2,ok,,,1,0,166,1,1,1,0,0,
198923,world/generic/nightelf/passive doodads/signs/nightelfsign_staves.m2,ok,,,1,0,166,1,1,1,0,0,
198924,world/generic/nightelf/passive doodads/signs/nightelfsign_swords.m2,ok,,,1,0,166,1,1,1,0,0,
198925,world/generic/nightelf/passive doodads/signs/nightelfsign_tabard.m2,ok,,,1,0,166,1,1,1,0,0,
198926,world/generic/nightelf/passive doodads/signs/nightelfsign_tailor.m2,ok,,,1,0,166,1,1,1,0,0,
198927,world/generic/nightelf/passive doodads/signs/nightelfsign_tavern.m2,ok,,,1,0,166,1,1,1,0,0,
198928,world/generic/nightelf/passive doodads/signs/nightelfsign_weaponsmith.m2,ok,,,1,0,166,1,1,1,0,0,
198929,world/generic/nightelf/passive doodads/signs/nightelfsign_welcome.m2,ok,,,1,0,166,1,1,1,0,0,
198930,world/generic/nightelf/passive doodads/signs/nightelfsign_wine.m2,ok,,,1,0,166,1,1,1,0,0,
198931,world/generic/nightelf/passive doodads/statue/kalidarwoodstatue02.m2,ok,,,1,0,152,1,1,1,0,0,
198936,world/generic/nightelf/passive doodads/statues/kalidarwoodstatue01.m2,ok,,,1,0,110,1,1,1,0,0,
198942,world/generic/nightelf/passive doodads/statues/statueaszharaarm.m2,ok,,,1,0,169,1,1,1,0,0,
198943,world/generic/nightelf/passive doodads/statues/statueaszharafeet.m2,ok,,,1,0,265,1,1,1,0,0,
198944,world/generic/nightelf/passive doodads/statues/statueaszharahead.m2,ok,,,1,0,184,1,1,1,0,0,
198945,world/generic/nightelf/passive doodads/statues/statuenepriestess.m2,ok,,,1,0,1085,11,1,1,0,4,
198946,world/generic/nightelf/passive doodads/statues/woodwreckedstatue02.m2,ok,,,1,0,192,1,1,1,0,0,
198947,world/generic/nightelf/passive doodads/steppingstones/steppingstone01.m2,ok,,,1,0,29,2,1,1,0,0,
198948,world/generic/nightelf/passive doodads/steppingstones/steppingstone02.m2,ok,,,1,0,25,1,1,1,0,0,
198949,world/generic/nightelf/passive doodads/stonerunes/kalidarstonerune01.m2,ok,,,1,0,30,2,1,1,0,0,
198950,world/generic/nightelf/passive doodads/stonerunes/kalidarstonerune02.m2,ok,,,1,0,30,1,1,1,0,0,
198951,world/generic/nightelf/passive doodads/stonerunes/kalidarstonerune03.m2,ok,,,1,0,46,3,1,1,0,1,
198952,world/generic/nightelf/passive doodads/tables/elvenwoodentable01.m2,ok,,,1,0,136,1,1,1,0,0,
198955,world/generic/nightelf/passive doodads/taxiflags/taxiflagnightelf.m2,ok,,,1,0,247,7,1,1,0,1,
198959,world/generic/nightelf/passive doodads/teleporttree/teleporttree.m2,ok,,,1,0,662,1,1,1,0,0,
198960,world/generic/nightelf/passive doodads/totems/nightelfwarningtotem_01.m2,ok,,,1,0,78,3,1,1,0,2,
198961,world/generic/nightelf/passive doodads/totems/nightelfwarningtotem_02.m2,ok,,,1,0,79,3,1,1,0,2,
198962,world/generic/nightelf/passive doodads/totems/nightelfwarningtotem_03.m2,ok,,,1,0,79,3,1,1,0,2,
198965,world/generic/nightelf/passive doodads/wagons/nightelfcart.m2,ok,,,1,0,678,6,1,1,0,1,
198969,world/generic/nightelf/passive doodads/wagons/nightelfwagon.m2,ok,,,1,0,934,1,1,1,0,0,
198972,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging01.m2,ok,,,1,0,40,1,1,1,0,0,
198973,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging02.m2,ok,,,1,0,54,1,1,1,0,0,
198974,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging03.m2,ok,,,1,0,74,1,1,1,0,0,
198975,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging04.m2,ok,,,1,0,12,1,1,1,0,0,
198976,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging05.m2,ok,,,1,0,12,1,1,1,0,0,
198977,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging06.m2,ok,,,1,0,79,1,1,1,0,0,
198978,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging07.m2,ok,,,1,0,54,1,1,1,0,0,
198979,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging08.m2,ok,,,1,0,73,1,1,1,0,0,
198980,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging09.m2,ok,,,1,0,26,1,1,1,0,0,
198981,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging10.m2,ok,,,1,0,95,1,1,1,0,0,
198982,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging11.m2,ok,,,1,0,95,1,1,1,0,0,
198983,world/generic/nightelf/passive doodads/wallhangings/elfwallhanging12.m2,ok,,,1,0,95,1,1,1,0,0,
198984,world/generic/ogre/activedoodads/ogrehead/glowingogrehead.m2,ok,,,1,0,830,24,5,1,0,17,
198986,world/generic/ogre/activedoodads/ogrehead/pikeforked.m2,ok,,,1,0,116,1,5,1,0,0,
198987,world/generic/ogre/passive doodads/gronnfacade/gruul_facade_01.m2,ok,,,1,0,1441,2,1,1,0,1,
198988,world/generic/ogre/passive doodads/gronngates/portcullis_gronn.m2,ok,,,1,0,3231,19,6,1,0,1,
198989,world/generic/ogre/passive doodads/ogrebackpacks/ogrebackpack01.m2,ok,,,1,0,112,2,1,1,0,0,
198990,world/generic/ogre/passive doodads/ogrebackpacks/ogrebackpack02.m2,ok,,,1,0,75,4,1,1,0,0,
198992,world/generic/ogre/passive doodads/ogremeatchains/ogremeatchain01.m2,ok,,,1,0,143,1,2,1,0,0,
198993,world/generic/ogre/passive doodads/ogremeatchains/ogremeatchain01_a.m2,ok,,,1,0,143,1,2,1,0,0,
198994,world/generic/ogre/passive doodads/ogremeatchains/ogremeatchain02.m2,ok,,,1,0,494,1,2,1,0,0,
198995,world/generic/ogre/passive doodads/ogremeatchains/ogremeatchain03.m2,ok,,,1,0,218,1,2,1,0,0,
198996,world/generic/ogre/passive doodads/ogremeatchains/ogremeatchain04.m2,ok,,,1,0,168,1,2,1,0,0,
198997,world/generic/ogre/passive doodads/ogremeatchains/ogremeatchain05.m2,ok,,,1,0,143,1,2,1,0,0,
198998,world/generic/ogre/passive doodads/ogremoundrocks/brogremoundrock01.m2,ok,,,1,0,21,1,1,1,0,0,
198999,world/generic/ogre/passive doodads/ogremoundrocks/brogremoundrock02.m2,ok,,,1,0,24,1,1,1,0,0,
199000,world/generic/ogre/passive doodads/ogremoundrocks/brogremoundrock03.m2,ok,,,1,0,23,1,1,1,0,0,
199001,world/generic/ogre/passive doodads/ogremoundrocks/brogremoundrock04.m2,ok,,,1,0,17,1,1,1,0,0,
199002,world/generic/ogre/passive doodads/ogremoundrocks/brogremoundrock05.m2,ok,,,1,0,22,1,1,1,0,0,
199003,world/generic/ogre/passive doodads/ogremoundrocks/brogremoundrock06.m2,ok,,,1,0,26,1,1,1,0,0,
199004,world/generic/ogre/passive doodads/ogremoundrocks/grogremoundrock01.m2,ok,,,1,0,21,1,1,1,0,0,
199005,world/generic/ogre/passive doodads/ogremoundrocks/grogremoundrock02.m2,ok,,,1,0,24,1,1,1,0,0,
199006,world/generic/ogre/passive doodads/ogremoundrocks/grogremoundrock03.m2,ok,,,1,0,23,1,1,1,0,0,
199007,world/generic/ogre/passive doodads/ogremoundrocks/grogremoundrock04.m2,ok,,,1,0,17,1,1,1,0,0,
199008,world/generic/ogre/passive doodads/ogremoundrocks/grogremoundrock05.m2,ok,,,1,0,22,1,1,1,0,0,
199009,world/generic/ogre/passive doodads/ogremoundrocks/grogremoundrock06.m2,ok,,,1,0,26,1,1,1,0,0,
199010,world/generic/ogre/passive doodads/ogremoundrocks/ogremoundrock01.m2,ok,,,1,0,21,1,1,1,0,0,
199011,world/generic/ogre/passive doodads/ogremoundrocks/ogremoundrock02.m2,ok,,,1,0,24,1,1,1,0,0,
199012,world/generic/ogre/passive doodads/ogremoundrocks/ogremoundrock03.m2,ok,,,1,0,23,1,1,1,0,0,
199013,world/generic/ogre/passive doodads/ogremoundrocks/ogremoundrock04.m2,ok,,,1,0,17,1,1,1,0,0,
199014,world/generic/ogre/passive doodads/ogremoundrocks/ogremoundrock05.m2,ok,,,1,0,22,1,1,1,0,0,
199015,world/generic/ogre/passive doodads/ogremoundrocks/ogremoundrock06.m2,ok,,,1,0,26,1,1,1,0,0,
199016,world/generic/ogre/passive doodads/ogremoundrocks/snogremoundrock01.m2,ok,,,1,0,21,1,1,1,0,0,
199017,world/generic/ogre/passive doodads/ogremoundrocks/snogremoundrock02.m2,ok,,,1,0,24,1,1,1,0,0,
199018,world/generic/ogre/passive doodads/ogremoundrocks/snogremoundrock03.m2,ok,,,1,0,23,1,1,1,0,0,
199019,world/generic/ogre/passive doodads/ogremoundrocks/snogremoundrock04.m2,ok,,,1,0,17,1,1,1,0,0,
199020,world/generic/ogre/passive doodads/ogremoundrocks/snogremoundrock05.m2,ok,,,1,0,22,1,1,1,0,0,
199021,world/generic/ogre/passive doodads/ogremoundrocks/snogremoundrock06.m2,ok,,,1,0,26,1,1,1,0,0,
199022,world/generic/ogre/passive doodads/ogremoundvent/ogresmokevent01.m2,ok,,,1,0,27,3,1,1,0,2,
199025,world/generic/ogre/passive doodads/ogrethrone/ogrethrone.m2,ok,,,1,0,435,1,27,1,0,0,
199028,world/generic/ogre/passive doodads/poodad/poodad01.m2,ok,,,1,0,105,6,1,1,0,0,
199034,world/generic/ogre/passive doodads/torches/ogrewalltorch.m2,ok,,,1,0,60,4,1,1,0,1,
199035,world/generic/ogre/passive doodads/torches/ogrewalltorchblue.m2,ok,,,1,0,56,4,1,1,0,2,
199036,world/generic/ogre/passive doodads/torches/ogrewalltorchgreen.m2,ok,,,1,0,56,4,1,1,0,2,
199037,world/generic/ogre/passive doodads/torches/ogrewalltorchpurple.m2,ok,,,1,0,56,4,1,1,0,2,
199038,world/generic/ogre/passive doodads/torches/ogrewalltorchred.m2,ok,,,1,0,56,3,1,1,0,1,
199040,world/generic/omnilights/green_omni.m2,ok,,,1,0,3,2,1,1,0,0,
199041,world/generic/orc/passive doodads/altarofstormsstatues/altarofstormsstatue.m2,ok,,,1,0,443,3,1,1,0,2,
199049,world/generic/orc/passive doodads/animalskulls/boarskull.m2,ok,,,1,0,41,1,10,1,0,0,
199050,world/generic/orc/passive doodads/animalskulls/carnosaurskull.m2,ok,,,1,0,126,1,2,1,0,0,
199052,world/generic/orc/passive doodads/animalskulls/tallstriderskull.m2,ok,,,1,0,53,1,1,1,0,0,
199054,world/generic/orc/passive doodads/animalskulls/tigerskull.m2,ok,,,1,0,41,1,9,1,0,0,
199056,world/generic/orc/passive doodads/banners/clanbanner.m2,ok,,,1,0,103,4,1,1,0,0,
199058,world/generic/orc/passive doodads/banners/clanbanner01.m2,ok,,,1,0,103,4,1,1,0,0,
199060,world/generic/orc/passive doodads/banners/clanbanner02.m2,ok,,,1,0,60,4,1,1,0,0,
199062,world/generic/orc/passive doodads/banners/clanbanner03.m2,ok,,,1,0,99,4,1,1,0,0,
199064,world/generic/orc/passive doodads/banners/clanbanner04.m2,ok,,,1,0,99,4,1,1,0,0,
199066,world/generic/orc/passive doodads/banners/clanbanner05.m2,ok,,,1,0,99,4,1,1,0,0,
199068,world/generic/orc/passive doodads/banners/clanbanner06.m2,ok,,,1,0,99,4,1,1,0,0,
199070,world/generic/orc/passive doodads/banners/clanbanner07warsong.m2,ok,,,1,0,99,4,1,1,0,0,
199071,world/generic/orc/passive doodads/banners/felorcbanner01.m2,ok,,,1,0,507,4,1,1,0,0,
199074,world/generic/orc/passive doodads/banners/ogrebannerboar.m2,ok,,,1,0,129,8,2,1,0,0,
199077,world/generic/orc/passive doodads/banners/ogrebannersnow.m2,ok,,,1,0,153,6,1,1,0,0,
199078,world/generic/orc/passive doodads/banners/ogrebannertiger.m2,ok,,,1,0,217,12,2,1,0,0,
199081,world/generic/orc/passive doodads/banners/orcbanner1.m2,ok,,,1,0,32,2,1,1,0,0,
199082,world/generic/orc/passive doodads/banners/orcbanner2.m2,ok,,,1,0,32,2,1,1,0,0,
199083,world/generic/orc/passive doodads/banners/orcbanner3.m2,ok,,,1,0,70,1,1,1,0,0,
199090,world/generic/orc/passive doodads/barrelsandcrates/orcbarrel01.m2,ok,,,1,0,60,1,1,1,0,0,
199091,world/generic/orc/passive doodads/barrelsandcrates/orcbarrel03.m2,ok,,,1,0,58,1,1,1,0,0,
199092,world/generic/orc/passive doodads/barrelsandcrates/orcbarrel04.m2,ok,,,1,0,58,2,1,1,0,0,
199094,world/generic/orc/passive doodads/barrelsandcrates/orccrate01.m2,ok,,,1,0,103,1,5,1,0,0,
199095,world/generic/orc/passive doodads/barrelsandcrates/orccrate02.m2,ok,,,1,0,228,1,5,1,0,0,
199096,world/generic/orc/passive doodads/barrelsandcrates/orccrate03.m2,ok,,,1,0,24,1,1,1,0,0,
199097,world/generic/orc/passive doodads/barrelsandcrates/orccrate06.m2,ok,,,1,0,168,1,1,1,0,0,
199099,world/generic/orc/passive doodads/barrelsandcrates/orccrate07.m2,ok,,,1,0,248,1,1,1,0,0,
199100,world/generic/orc/passive doodads/barrelsandcrates/orccrate08.m2,ok,,,1,0,168,1,1,1,0,0,
199101,world/generic/orc/passive doodads/barrelsandcrates/orccrate09.m2,ok,,,1,0,152,3,1,1,0,0,
199102,world/generic/orc/passive doodads/barrelsandcrates/orccrate10.m2,ok,,,1,0,24,1,1,1,0,0,
199103,world/generic/orc/passive doodads/barrelsandcrates/orccratebroken01.m2,ok,,,1,0,444,2,1,1,0,0,
199104,world/generic/orc/passive doodads/barrelsandcrates/orccratebroken02.m2,ok,,,1,0,364,1,1,1,0,0,
199105,world/generic/orc/passive doodads/barrelsandcrates/orccratebroken03.m2,ok,,,1,0,216,3,1,1,0,0,
199107,world/generic/orc/passive doodads/blankets/marketblanket01.m2,ok,,,1,0,104,1,1,1,0,0,
199114,world/generic/orc/passive doodads/bones/wailingcavernshangingbones01.m2,ok,,,1,0,124,6,1,1,0,0,
199115,world/generic/orc/passive doodads/bones/wailingcavernshangingbones02.m2,ok,,,1,0,214,5,1,1,0,0,
199116,world/generic/orc/passive doodads/bones/wailingcavernshangingbones03.m2,ok,,,1,0,53,3,1,1,0,0,
199118,world/generic/orc/passive doodads/bongs/hookahbong01.m2,ok,,,1,0,104,5,1,1,0,1,
199120,world/generic/orc/passive doodads/bottles/orcbottle01.m2,ok,,,1,0,67,1,1,1,0,0,
199121,world/generic/orc/passive doodads/bowls/bowlwood01.m2,ok,,,1,0,19,1,9,1,0,0,
199122,world/generic/orc/passive doodads/bowls/bowlwood02.m2,ok,,,1,0,19,1,9,1,0,0,
199127,world/generic/orc/passive doodads/braziers/blackrockorccampfire.m2,ok,,,1,0,334,4,1,1,0,2,
199129,world/generic/orc/passive doodads/braziers/mediumbrazier01.m2,ok,,,1,0,229,5,1,1,0,1,
199130,world/generic/orc/passive doodads/braziers/mediumbraziernoomni01.m2,ok,,,1,0,229,4,1,1,0,1,
199131,world/generic/orc/passive doodads/braziers/mediumbrazierpurple01.m2,ok,,,1,0,229,4,1,1,0,1,
199132,world/generic/orc/passive doodads/braziers/orcbrazier_campfire01.m2,ok,,,1,0,208,6,1,1,0,3,
199134,world/generic/orc/passive doodads/braziers/orcpvpbonfirelarge.m2,ok,,,1,0,470,8,1,1,0,5,
199136,world/generic/orc/passive doodads/braziers/smallbrazier01.m2,ok,,,1,0,184,5,1,1,0,1,
199137,world/generic/orc/passive doodads/braziers/smallbraziernoomni01.m2,ok,,,1,0,184,4,1,1,0,1,
199138,world/generic/orc/passive doodads/braziers/smallbrazierpurple01.m2,ok,,,1,0,184,4,1,1,0,1,
199139,world/generic/orc/passive doodads/braziers/smallbrazierpurplehanging.m2,ok,,,1,0,169,4,1,1,0,1,
199141,world/generic/orc/passive doodads/braziers/tallbrazier01.m2,ok,,,1,0,266,4,1,1,0,1,
199142,world/generic/orc/passive doodads/braziers/tallbraziernoomni01.m2,ok,,,1,0,270,4,1,1,0,1,
199144,world/generic/orc/passive doodads/burntoutposts/burntoutpost01.m2,ok,,,1,0,85,1,1,1,0,0,
199145,world/generic/orc/passive doodads/burntoutposts/burntoutpost02.m2,ok,,,1,0,209,1,1,1,0,0,
199146,world/generic/orc/passive doodads/burntoutposts/burntoutpost03.m2,ok,,,1,0,32,1,1,1,0,0,
199147,world/generic/orc/passive doodads/burntoutposts/burntoutpost04.m2,ok,,,1,0,84,1,1,1,0,0,
199148,world/generic/orc/passive doodads/burntoutposts/burntoutpost05.m2,ok,,,1,0,33,1,1,1,0,0,
199149,world/generic/orc/passive doodads/burntoutposts/burntoutpost06.m2,ok,,,1,0,15,1,1,1,0,0,
199150,world/generic/orc/passive doodads/burntoutposts/burntoutpost07.m2,ok,,,1,0,163,1,1,1,0,0,
199153,world/generic/orc/passive doodads/feedingtroughs/feedtroph01.m2,ok,,,1,0,128,1,8,1,0,0,
199155,world/generic/orc/passive doodads/firepits/largefirepit01.m2,ok,,,1,0,323,9,1,1,0,3,
199156,world/generic/orc/passive doodads/firepits/smallfirepit01.m2,ok,,,1,0,162,3,1,1,0,2,
199157,world/generic/orc/passive doodads/flags/orcflappingflag01.m2,ok,,,1,0,38,7,1,1,0,0,
199159,world/generic/orc/passive doodads/geyser/steamgeyser.m2,ok,,,1,0,0,5,2,1,0,3,
199160,world/generic/orc/passive doodads/hammocks/hammock01.m2,ok,,,1,0,298,1,1,1,0,0,
199161,world/generic/orc/passive doodads/hammocks/hammock02.m2,ok,,,1,0,271,1,9,1,0,0,
199162,world/generic/orc/passive doodads/hammocks/hammock03.m2,ok,,,1,0,298,1,1,1,0,0,
