fdid,path,status,error,detail,chunked,skel,n_vertices,n_bones,n_sequences,n_skins,n_lod_skins,n_particles,checks_failed
1616101,world/expansion07/doodads/barbarianzone/8dru_tree_b01.m2,ok,,,1,0,2926,2,1,1,2,0,
1616102,world/skillactivated/tradeskillnodes/7xp_herbnode_felencrusted_01.m2,ok,,,1,0,544,2,5,1,0,0,
1616103,world/skillactivated/tradeskillnodes/7xp_herbnode_felencrusted_02.m2,ok,,,1,0,583,2,5,1,0,0,
1616193,spells/footprint_horse_holy02.m2,ok,,,1,0,130,5,5,1,0,2,
1616194,spells/footprint_horse_void02.m2,ok,,,1,0,4,4,2,1,0,3,
1616195,spells/footprint_horse_fel02.m2,ok,,,1,0,4,4,2,1,0,3,
1616196,spells/footprint_horse_fire02.m2,ok,,,1,0,4,4,2,1,0,3,
1616197,world/expansion06/doodads/argus/7arg_groundmoss_b03.m2,ok,,,1,0,171,1,1,1,0,0,
1616198,world/expansion06/doodads/argus/7arg_groundmoss_b04.m2,ok,,,1,0,195,1,1,1,0,0,
1616206,world/expansion06/doodads/legion/7lg_legion_shipbattlepet01.m2,ok,,,1,0,1844,14,11,1,0,4,
1616210,creature/argusfelstalkermount/argusfelstalkermount.m2,ok,,,1,0,11413,86,71,2,1,2,
1616216,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_dr_f.m2,ok,,,1,0,6913,18,1,1,3,0,
1616217,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_dr_m.m2,ok,,,1,0,6784,18,1,1,3,0,
1616218,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_dw_f.m2,ok,,,1,0,6954,18,1,1,3,0,
1616219,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_dw_m.m2,ok,,,1,0,6799,16,1,1,3,0,
1616220,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_gn_f.m2,ok,,,1,0,6934,18,1,1,3,0,
1616221,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_gn_m.m2,ok,,,1,0,6912,18,1,1,3,0,
1616222,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_go_f.m2,ok,,,1,0,6981,24,1,1,3,0,
1616223,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_go_m.m2,ok,,,1,0,6974,16,1,1,3,0,
1616224,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_hu_f.m2,ok,,,1,0,6949,16,1,1,3,0,
1616225,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_hu_m.m2,ok,,,1,0,7064,16,1,1,3,0,
1616226,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_or_f.m2,ok,,,1,0,6897,18,1,1,3,0,
1616227,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_or_m.m2,ok,,,1,0,6926,18,1,1,3,0,
1616228,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_pa_f.m2,ok,,,1,0,6948,20,1,1,3,0,
1616229,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_pa_m.m2,ok,,,1,0,6678,20,1,1,3,0,
1616230,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_sc_f.m2,ok,,,1,0,6937,16,1,1,3,0,
1616231,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_sc_m.m2,ok,,,1,0,6921,20,1,1,3,0,
1616232,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_ta_f.m2,ok,,,1,0,6657,18,1,1,3,0,
1616233,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_ta_m.m2,ok,,,1,0,6651,18,1,1,3,0,
1616234,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_tr_f.m2,ok,,,1,0,6878,16,1,1,3,0,
1616235,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_tr_m.m2,ok,,,1,0,6905,16,1,1,3,0,
1616236,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_wo_f.m2,ok,,,1,0,6594,20,1,1,3,0,
1616237,item/objectcomponents/collections/collections_leather_raiddemonhuntermythic_q_02_wo_m.m2,ok,,,1,0,6649,22,1,1,3,0,
1616279,world/expansion06/doodads/orgrimmar/7org_orgrimmar_auctionhouseset01.m2,ok,,,1,0,16072,1,1,1,0,0,
1616335,world/expansion07/doodads/serpentine/8se_serpentine_marketstall02.m2,ok,,,1,0,1557,19,3,1,0,0,
1616336,world/expansion07/doodads/serpentine/8se_serpentine_drape02.m2,ok,,,1,0,312,10,3,1,0,0,
1616351,spells/cfx_deathknight_deathgrip_missile.m2,ok,,,1,0,0,4,1,1,0,0,
1616358,spells/cfx_deathknight_impactworld.m2,ok,,,1,0,42,10,3,1,0,9,
1616483,world/expansion07/doodads/zandalaritroll/8tr_zandalari_fencerural_short01.m2,ok,,,1,0,332,1,1,1,0,0,
1616484,world/expansion07/doodads/zandalaritroll/8tr_zandalari_fencerural_shortpost01.m2,ok,,,1,0,51,1,1,1,0,0,
1616485,world/expansion07/doodads/zandalaritroll/8tr_zandalari_fencerural_med01.m2,ok,,,1,0,634,1,1,1,0,0,
1616489,world/expansion06/doodads/fx/7fx_legionshipdestruction_90.m2,ok,,,1,0,30117,263,2,4,0,21,
1616665,world/expansion07/doodads/zandalaritroll/8tr_zandalari_fencerural_medpost01.m2,ok,,,1,0,83,1,1,1,0,0,
1616666,world/expansion07/doodads/zandalaritroll/8tr_zandalari_fencerural_tall01.m2,ok,,,1,0,772,1,1,1,0,0,
1616667,world/expansion07/doodads/zandalaritroll/8tr_zandalari_fencerural_tallpost01.m2,ok,,,1,0,83,1,1,1,0,0,
1616710,spells/footprint_horse_holy_blue01.m2,ok,,,1,0,114,5,5,1,0,2,
1616711,spells/footprint_horse_holy_blue02.m2,ok,,,1,0,130,5,5,1,0,2,
1616712,spells/footprint_horse_holy_purple01.m2,ok,,,1,0,114,5,5,1,0,2,
1616713,spells/footprint_horse_holy_purple02.m2,ok,,,1,0,130,5,5,1,0,2,
1616724,world/expansion06/doodads/lightforged/7lf_lightforged_blacksmith_table02.m2,ok,,,1,0,1105,1,1,1,0,0,
1616725,world/expansion06/doodads/lightforged/7lf_lightforged_blacksmith_table01.m2,ok,,,1,0,346,1,1,1,0,0,
1616726,world/expansion06/doodads/lightforged/7lf_lightforged_blacksmith_toolrack02.m2,ok,,,1,0,1204,1,1,1,0,0,
1616727,world/expansion07/doodads/zandalaritroll/8tr_zandalari_fencerural_lamp01.m2,ok,,,1,0,386,9,1,1,0,5,
1616728,world/expansion06/doodads/lightforged/7lf_lightforged_blacksmith_workbench01.m2,ok,,,1,0,564,1,1,1,0,0,
1616729,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_seedpod01.m2,ok,,,1,0,146,1,1,1,0,0,
1616772,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_felstorm_collision.m2,ok,,,1,0,0,1,1,1,0,0,
1616773,creature/bloodtick/bloodtick.m2,ok,,,1,1,4379,104,48,2,2,5,
1616774,world/expansion07/doodads/serpentine/8se_serpentine_drape01.m2,ok,,,1,0,2992,11,3,1,1,0,
1616775,world/expansion06/doodads/lightforged/7lf_lightforged_blacksmith_workbench02.m2,ok,,,1,0,1840,1,1,1,0,0,
1616776,world/expansion06/doodads/lightforged/7lf_lightforged_blacksmith_racks01.m2,ok,,,1,0,1510,7,1,1,0,0,
1616777,world/expansion06/doodads/lightforged/7lf_lightforged_blacksmith_ingots01.m2,ok,,,1,0,251,1,1,1,0,0,
1616778,world/expansion06/doodads/lightforged/7lf_lightforged_blacksmith_ingots02.m2,ok,,,1,0,250,1,1,1,0,0,
1616779,world/expansion06/doodads/lightforged/7lf_lightforged_blacksmith_oil01.m2,ok,,,1,0,171,2,1,1,0,0,
1616780,world/expansion06/doodads/lightforged/7lf_lightforged_blacksmith_grinder01.m2,ok,,,1,0,326,2,1,1,0,0,
1616781,world/expansion07/doodads/barbarianzone/8dru_tree_b02.m2,ok,,,1,0,691,1,1,1,0,0,
1616873,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_maidendoor.m2,ok,,,1,0,120,1,5,1,0,0,
1616927,world/expansion07/doodads/serpentine/8se_serpentine_housedoor01.m2,ok,,,1,0,465,5,3,1,0,0,
1616930,spells/7fx_tidalwave.m2,ok,,,1,0,1800,3,3,1,0,2,
1616950,world/expansion06/doodads/argus/7arg_fossil_armoredskull_c01.m2,ok,,,1,0,4492,1,1,1,3,0,
1616951,world/expansion06/doodads/argus/7arg_fossil_brokenegg_b01.m2,ok,,,1,0,568,1,1,1,0,0,
1616952,world/expansion06/doodads/argus/7arg_fossil_claw_c01.m2,ok,,,1,0,1100,1,1,1,0,0,
1616953,world/expansion06/doodads/argus/7arg_fossil_exposedskull_b01.m2,ok,,,1,0,886,1,1,1,0,0,
1616954,world/expansion06/doodads/argus/7arg_fossil_exposedskull_c01.m2,ok,,,1,0,6368,1,1,1,3,0,
1616955,world/expansion06/doodads/argus/7arg_fossil_skull_c01.m2,ok,,,1,0,1140,1,1,1,0,0,
1616956,world/expansion06/doodads/argus/7arg_fossil_stump_b01.m2,ok,,,1,0,486,1,1,1,0,0,
1616957,world/expansion06/doodads/argus/7arg_fossil_stump_c01.m2,ok,,,1,0,1216,1,1,1,0,0,
1616958,world/expansion06/doodads/argus/7arg_fossilrock_a01.m2,ok,,,1,0,73,1,1,1,0,0,
1616959,world/expansion06/doodads/argus/7arg_fossilrock_b01.m2,ok,,,1,0,206,1,1,1,0,0,
1616960,world/expansion06/doodads/argus/7arg_fossilrock_b02.m2,ok,,,1,0,168,1,1,1,0,0,
1616961,world/expansion06/doodads/argus/7arg_fossilrock_b03.m2,ok,,,1,0,166,1,1,1,0,0,
1616962,world/expansion06/doodads/argus/7arg_fossilrock_b04.m2,ok,,,1,0,312,1,1,1,0,0,
1616963,world/expansion06/doodads/argus/7arg_fossilrock_b05.m2,ok,,,1,0,252,1,1,1,0,0,
1616964,world/expansion06/doodads/argus/7arg_fossil_armoredskull_b01.m2,ok,,,1,0,524,1,1,1,0,0,
1616971,spells/cfx_deathknight_deathgrip_impactworld.m2,ok,,,1,0,42,4,3,1,0,2,
1616998,creature/nhallish_void/nhallish_void.m2,ok,,,1,0,4559,92,30,3,0,12,
1616999,creature/lightmotherbroken/lightmotherbroken.m2,ok,,,1,0,11716,45,3,1,3,1,
1617054,spells/fel_flamebreath_low.m2,ok,,,1,0,0,2,1,1,0,1,
1617208,spells/7fx_challenge_quake_state.m2,ok,,,1,0,8,4,4,1,0,2,
1617223,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup01.m2,ok,,,1,0,23460,1,1,1,3,0,
1617224,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup02.m2,ok,,,1,0,22733,1,1,1,3,0,
1617225,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup03.m2,ok,,,1,0,22809,1,1,1,3,0,
1617226,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup04.m2,ok,,,1,0,6634,1,1,1,0,0,
1617227,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup05.m2,ok,,,1,0,17281,1,1,1,2,0,
1617228,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup06.m2,ok,,,1,0,11685,1,1,1,2,0,
1617229,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup07.m2,ok,,,1,0,24805,34,1,2,3,0,
1617230,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup08.m2,ok,,,1,0,18347,34,1,2,2,0,
1617231,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup09.m2,ok,,,1,0,19193,34,1,2,3,0,
1617232,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup10.m2,ok,,,1,0,16968,34,1,2,2,0,
1617233,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup11.m2,ok,,,1,0,3832,34,1,2,0,0,
1617283,spells/7fx_fallenavatar_rupturerealities_precast.m2,ok,,,1,0,1416,1,3,1,0,0,
1617293,spells/7fx_kiljaeden_focuseddreadflame_precast.m2,ok,,,1,0,200,6,3,1,0,4,
1617303,world/expansion07/doodads/human/8hu_kultiras_lamppost02.m2,ok,,,1,0,778,6,2,1,0,0,
1617318,world/expansion06/doodads/argus/7arg_groundbush_b01.m2,ok,,,1,0,90,2,1,1,0,0,
1617319,world/expansion06/doodads/argus/7arg_groundbush_b02.m2,ok,,,1,0,256,2,1,1,0,0,
1617431,creature/shivanpriestessfel/shivanpriestessfel.m2,ok,,,1,0,15484,111,35,1,3,2,
1617445,creature/shivanpriestessfire/shivanpriestessfire.m2,ok,,,1,0,15373,114,35,1,3,5,
1617446,creature/shivanpriestessfrost/shivanpriestessfrost.m2,ok,,,1,0,15830,110,35,1,3,4,
1617447,creature/shivanpriestessshadow/shivanpriestessshadow.m2,ok,,,1,0,13138,107,35,1,2,3,
1617448,item/objectcomponents/weapon/sword_2h_armyoflight_c_01.m2,ok,,,1,0,2204,12,3,1,0,0,
1617522,world/nodxt/detail/7arggrass01_dry.m2,ok,,,1,0,28,1,1,1,0,0,
1617523,world/nodxt/detail/7argmoss01_dry.m2,ok,,,1,0,20,1,1,1,0,0,
1617524,world/nodxt/detail/7argmoss02_dry.m2,ok,,,1,0,10,1,1,1,0,0,
1617529,world/nodxt/detail/7argmoss03_dry.m2,ok,,,1,0,10,1,1,1,0,0,
1617530,world/expansion06/doodads/argus/7arg_grass_a01_dry.m2,ok,,,1,0,239,1,1,1,0,0,
1617531,world/expansion06/doodads/argus/7arg_grass_b01_dry.m2,ok,,,1,0,597,1,1,1,0,0,
1617532,world/expansion06/doodads/argus/7arg_grass_b02_dry.m2,ok,,,1,0,343,1,1,1,0,0,
1617533,world/expansion06/doodads/argus/7arg_groundmoss_b01_dry.m2,ok,,,1,0,171,1,1,1,0,0,
1617534,world/expansion06/doodads/argus/7arg_groundmoss_b02_dry.m2,ok,,,1,0,195,1,1,1,0,0,
1617535,world/expansion06/doodads/argus/7arg_groundmoss_b03_dry.m2,ok,,,1,0,171,1,1,1,0,0,
1617536,world/expansion06/doodads/argus/7arg_groundmoss_b04_dry.m2,ok,,,1,0,195,1,1,1,0,0,
1617537,world/expansion06/doodads/argus/7arg_vine_a01_dry.m2,ok,,,1,0,20,1,1,1,0,0,
1617538,world/expansion06/doodads/argus/7arg_vine_b01_dry.m2,ok,,,1,0,161,1,1,1,0,0,
1617539,world/expansion06/doodads/argus/7arg_vine_c01_dry.m2,ok,,,1,0,271,1,1,1,0,0,
1617540,world/expansion06/doodads/argus/7arg_vine_c02_dry.m2,ok,,,1,0,171,1,1,1,0,0,
1617541,world/expansion06/doodads/argus/7arg_fantree_b01_dry.m2,ok,,,1,0,2470,2,1,1,1,0,
1617542,world/expansion06/doodads/argus/7arg_fantree_b02_dry.m2,ok,,,1,0,1270,2,1,1,1,0,
1617543,world/expansion06/doodads/argus/7arg_fantree_b03_dry.m2,ok,,,1,0,1506,4,1,1,1,0,
1617544,world/expansion06/doodads/argus/7arg_floraltree_b01_dry.m2,ok,,,1,0,1748,2,1,1,1,0,
1617545,world/expansion06/doodads/argus/7arg_floraltree_b02_dry.m2,ok,,,1,0,1410,2,1,1,1,0,
1617546,world/expansion06/doodads/argus/7arg_floraltree_b03_dry.m2,ok,,,1,0,803,2,1,1,0,0,
1617547,world/expansion06/doodads/argus/7arg_tree_a01_dry.m2,ok,,,1,0,781,1,1,1,0,0,
1617548,world/expansion06/doodads/argus/7arg_tree_a02_dry.m2,ok,,,1,0,855,1,1,1,0,0,
1617549,world/expansion06/doodads/argus/7arg_tree_a03_dry.m2,ok,,,1,0,708,1,1,1,0,0,
1617550,world/expansion06/doodads/argus/7arg_tree_b01_dry.m2,ok,,,1,0,2750,2,1,1,2,0,
1617551,world/expansion06/doodads/argus/7arg_tree_c01_dry.m2,ok,,,1,0,3692,2,1,1,2,0,
1617552,world/expansion06/doodads/argus/7arg_tree_c02_dry.m2,ok,,,1,0,3816,2,1,1,2,0,
1617553,world/expansion07/doodads/serpentine/8se_serpentine_skull01.m2,ok,,,1,0,540,1,1,1,0,0,
1617554,world/expansion07/doodads/serpentine/8se_serpentine_dagger01.m2,ok,,,1,0,114,1,1,1,0,0,
1617555,world/expansion07/doodads/serpentine/8se_serpentine_sphere01.m2,ok,,,1,0,178,1,1,1,0,0,
1617556,creature/bloodtickmount/bloodtickmount.m2,ok,,,1,0,8951,103,69,2,3,5,
1617572,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup12.m2,ok,,,1,0,971,1,1,1,0,0,
1617573,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup13.m2,ok,,,1,0,880,1,1,1,0,0,
1617574,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup14.m2,ok,,,1,0,971,1,1,1,0,0,
1617575,world/expansion06/doodads/dungeon/doodads/7du_tombofsargeras_plantgroup15.m2,ok,,,1,0,880,1,1,1,0,0,
1617611,world/expansion06/doodads/argus/7arg_bigleafplant_b01_dry.m2,ok,,,1,0,183,1,1,1,0,0,
1617617,world/expansion06/doodads/argus/7arg_bigleafplant_a01_dry.m2,ok,,,1,0,65,1,1,1,0,0,
1617747,item/objectcomponents/weapon/staff_2h_armyoflight_c_01.m2,ok,,,1,0,1291,12,1,1,0,1,
1617748,item/objectcomponents/weapon/sword_1h_armyoflight_c_01.m2,ok,,,1,0,1253,8,1,1,0,0,
1617749,item/objectcomponents/shield/shield_1h_armyoflight_c_01.m2,ok,,,1,0,1001,1,1,1,0,0,
1617832,world/expansion07/doodads/serpentine/8se_serpentine_housedoor02.m2,ok,,,1,0,449,5,3,1,0,0,
1618550,world/expansion07/doodads/zandalaritroll/8tr_zandalari_barricade01.m2,ok,,,1,0,478,1,1,1,0,0,
1618555,creature/toadloa/toadloa.m2,ok,,,1,0,7718,109,40,1,2,0,
1618556,creature/toadswamp/toadswamp.m2,ok,,,1,0,821,47,10,1,0,0,
1620154,spells/7fx_kiljaeden_shipportal.m2,ok,,,1,0,21101,5,4,1,0,1,
1620522,world/expansion07/doodads/serpentine/8se_serpentine_carpet02.m2,ok,,,1,0,116,1,1,1,0,0,
1620523,world/expansion07/doodads/serpentine/8se_serpentine_carpet01.m2,ok,,,1,0,102,1,1,1,0,0,
1620605,character/lightforgeddraenei/male/lightforgeddraeneimale.m2,ok,,,1,1,84777,229,24,1,3,0,
1620714,test/test.m2,ok,,,1,0,0,1,1,1,0,0,
1620719,world/expansion07/doodads/swampzone/8swa_bloodtickegg01.m2,ok,,,1,0,424,1,1,1,0,0,
1620734,world/expansion07/doodads/zandalaritroll/8tr_zandalari_barricade02.m2,ok,,,1,0,770,1,1,1,0,0,
1620735,world/expansion07/doodads/serpentine/8se_serpentine_housesteps01.m2,ok,,,1,0,166,1,3,1,0,0,
1620736,world/expansion07/doodads/serpentine/8se_serpentine_housesteps02.m2,ok,,,1,0,164,1,3,1,0,0,
1620737,world/expansion07/doodads/pirate/8pi_kultiras_docksstone01.m2,ok,,,1,0,132,1,1,1,0,0,
1620756,spells/7fx_priest_superpenanceshadow_missile.m2,ok,,,1,0,0,11,1,1,0,5,
1620767,world/expansion07/doodads/pirate/8pi_kultiras_docksstone_cap01.m2,ok,,,1,0,80,1,1,1,0,0,
1620768,world/expansion07/doodads/pirate/8pi_kultiras_dockspillar02.m2,ok,,,1,0,465,1,1,1,0,0,
1620771,spells/cfx_hunter_markedshot_impactchest.m2,ok,,,1,0,0,4,2,1,0,4,
1620776,world/expansion06/doodads/fx/7fx_soulengine_rupturingslam_geo.m2,ok,,,1,0,109,1,1,1,0,0,
1620779,world/expansion07/doodads/pirate/8pi_kultiras_dockspillar01.m2,ok,,,1,0,246,1,1,1,0,0,
1620829,creature/titankeepertroll/titankeepertroll.m2,ok,,,1,0,5338,72,63,2,0,0,
1620842,item/objectcomponents/shoulder/shoulder_leather_legiondungeon_c_03_l.m2,ok,,,1,0,400,8,1,1,0,4,
1620853,creature/eredarboss/eredarboss.m2,ok,,,1,0,16152,237,203,4,0,2,
1620952,world/expansion07/doodads/serpentine/8se_serpentine_carpet03.m2,ok,,,1,0,109,1,1,1,0,0,
1621213,item/objectcomponents/weapon/staff_2h_eredarboss_c_01.m2,ok,,,1,0,2137,9,1,1,0,1,
1621218,world/expansion07/doodads/human/8hu_kultiras_cityfence01_cap.m2,ok,,,1,0,93,1,1,1,0,0,
1621219,world/expansion07/doodads/human/8hu_kultiras_cityfence01_post.m2,ok,,,1,0,63,1,1,1,0,0,
1621220,world/expansion07/doodads/human/8hu_kultiras_cityfence03.m2,ok,,,1,0,444,1,1,1,0,0,
1621221,world/expansion07/doodads/human/8hu_kultiras_cityfence02.m2,ok,,,1,0,237,1,1,1,0,0,
1621222,world/expansion07/doodads/human/8hu_kultiras_cityfence01.m2,ok,,,1,0,207,1,1,1,0,0,
1621317,world/expansion06/doodads/argus/7arg_eonargroundcover_b02.m2,ok,,,1,0,237,1,3,1,0,0,
1621330,world/expansion06/doodads/argus/7arg_eonargroundcover_b01.m2,ok,,,1,0,100,1,3,1,0,0,
1621899,world/expansion06/doodads/argus/7arg_eonarfern_b01.m2,ok,,,1,0,278,1,1,1,0,0,
1621900,world/expansion06/doodads/argus/7arg_eonarflower_b01.m2,ok,,,1,0,296,1,1,1,0,0,
1621901,world/expansion06/doodads/argus/7arg_eonargrass_b01.m2,ok,,,1,0,227,1,1,1,0,0,
1621904,world/expansion06/doodads/argus/7arg_eonarpalm_b01.m2,ok,,,1,0,410,2,1,1,0,0,
1621947,item/objectcomponents/head/helm_mail_legiondungeon_c_03_bef.m2,ok,,,1,0,1996,1,1,1,3,0,
1621948,item/objectcomponents/head/helm_mail_legiondungeon_c_03_bem.m2,ok,,,1,0,1989,1,1,1,3,0,
1621949,item/objectcomponents/head/helm_mail_legiondungeon_c_03_drf.m2,ok,,,1,0,1977,1,1,1,3,0,
1621950,item/objectcomponents/head/helm_mail_legiondungeon_c_03_drm.m2,ok,,,1,0,1986,1,1,1,3,0,
1621951,item/objectcomponents/head/helm_mail_legiondungeon_c_03_dwf.m2,ok,,,1,0,1986,1,1,1,3,0,
1621952,item/objectcomponents/head/helm_mail_legiondungeon_c_03_dwm.m2,ok,,,1,0,1984,1,1,1,3,0,
1621953,item/objectcomponents/head/helm_mail_legiondungeon_c_03_gnf.m2,ok,,,1,0,1984,1,1,1,3,0,
1621954,item/objectcomponents/head/helm_mail_legiondungeon_c_03_gnm.m2,ok,,,1,0,1989,1,1,1,3,0,
1621955,item/objectcomponents/head/helm_mail_legiondungeon_c_03_gof.m2,ok,,,1,0,1986,1,1,1,3,0,
1621956,item/objectcomponents/head/helm_mail_legiondungeon_c_03_gom.m2,ok,,,1,0,1983,1,1,1,3,0,
1621957,item/objectcomponents/head/helm_mail_legiondungeon_c_03_huf.m2,ok,,,1,0,1984,1,1,1,3,0,
1621958,item/objectcomponents/head/helm_mail_legiondungeon_c_03_hum.m2,ok,,,1,0,1967,1,1,1,3,0,
1621959,item/objectcomponents/head/helm_mail_legiondungeon_c_03_nif.m2,ok,,,1,0,1983,1,1,1,3,0,
1621960,item/objectcomponents/head/helm_mail_legiondungeon_c_03_nim.m2,ok,,,1,0,1985,1,1,1,3,0,
1621961,item/objectcomponents/head/helm_mail_legiondungeon_c_03_orf.m2,ok,,,1,0,1983,1,1,1,3,0,
1621962,item/objectcomponents/head/helm_mail_legiondungeon_c_03_orm.m2,ok,,,1,0,1979,1,1,1,3,0,
1621963,item/objectcomponents/head/helm_mail_legiondungeon_c_03_paf.m2,ok,,,1,0,1978,1,1,1,3,0,
1621964,item/objectcomponents/head/helm_mail_legiondungeon_c_03_pam.m2,ok,,,1,0,1971,1,1,1,3,0,
1621965,item/objectcomponents/head/helm_mail_legiondungeon_c_03_scf.m2,ok,,,1,0,1990,1,1,1,3,0,
1621966,item/objectcomponents/head/helm_mail_legiondungeon_c_03_scm.m2,ok,,,1,0,1994,1,1,1,3,0,
1621967,item/objectcomponents/head/helm_mail_legiondungeon_c_03_taf.m2,ok,,,1,0,1928,1,1,1,3,0,
1621968,item/objectcomponents/head/helm_mail_legiondungeon_c_03_tam.m2,ok,,,1,0,1957,1,1,1,3,0,
1621969,item/objectcomponents/head/helm_mail_legiondungeon_c_03_trf.m2,ok,,,1,0,1976,1,1,1,3,0,
1621970,item/objectcomponents/head/helm_mail_legiondungeon_c_03_trm.m2,ok,,,1,0,1984,1,1,1,3,0,
1621971,item/objectcomponents/head/helm_mail_legiondungeon_c_03_wof.m2,ok,,,1,0,1935,1,1,1,3,0,
1621972,item/objectcomponents/head/helm_mail_legiondungeon_c_03_wom.m2,ok,,,1,0,1933,1,1,1,3,0,
1622006,spells/test_impact_base.m2,ok,,,1,0,0,1,1,1,0,0,
1622016,spells/cfx_shaman_lavaburst_castbase.m2,ok,,,1,0,0,1,1,1,0,0,
1622019,spells/cfx_shaman_lavaburst_impactchest.m2,ok,,,1,0,0,1,1,1,0,0,
1622031,spells/cfx_shaman_restoprecast_missile.m2,ok,,,1,0,0,4,2,1,0,2,
1622141,spells/cfx_ribbon_green.m2,ok,,,1,0,0,3,2,1,0,1,
1622142,spells/cfx_ribbon_green_leaves.m2,ok,,,1,0,0,3,2,1,0,1,
1622143,spells/cfx_ribbon_orange.m2,ok,,,1,0,0,3,2,1,0,1,
1622144,spells/cfx_ribbon_orange_leaves.m2,ok,,,1,0,0,3,2,1,0,1,
1622145,spells/cfx_ribbon_purple.m2,ok,,,1,0,0,3,2,1,0,1,
1622146,spells/cfx_ribbon_red.m2,ok,,,1,0,0,3,2,1,0,1,
1622147,spells/cfx_ribbon_stardust.m2,ok,,,1,0,0,4,2,1,0,2,
1622148,spells/cfx_ribbon_void.m2,ok,,,1,0,0,3,2,1,0,1,
1622149,spells/cfx_ribbon_white.m2,ok,,,1,0,0,3,2,1,0,1,
1622150,spells/cfx_ribbon_yellow.m2,ok,,,1,0,0,3,2,1,0,1,
1622151,world/expansion06/doodads/7xp_fel_lavafallsorange_b03.m2,ok,,,1,0,192,1,1,1,0,0,
1622152,world/expansion06/doodads/7xp_fel_lavafallsorange_b02.m2,ok,,,1,0,80,1,1,1,0,0,
1622153,world/expansion06/doodads/7xp_fel_lavafallsorange_b01.m2,ok,,,1,0,76,1,1,1,0,0,
1622154,world/expansion06/doodads/7xp_felgroundcracksorange_a01.m2,ok,,,1,0,4,3,1,1,0,2,
1622155,world/expansion06/doodads/7xp_felgroundcracksorange_a02.m2,ok,,,1,0,4,3,1,1,0,2,
1622156,world/expansion06/doodads/7xp_felgroundcracksorange_a03.m2,ok,,,1,0,4,3,1,1,0,2,
1622157,world/nodxt/detail/7arggrass06.m2,ok,,,1,0,18,1,1,1,0,0,
1622238,world/expansion06/doodads/argus/7arg_grass_b03.m2,ok,,,1,0,76,1,1,1,0,0,
1622257,world/expansion06/doodads/legion/7lg_legion_scoutingship_spotlight01.m2,ok,,,1,0,227,3,1,1,0,0,
1622377,world/expansion06/doodads/argus/7arg_ground_rock_b01_blue.m2,ok,,,1,0,1201,2,1,1,0,1,
1622378,world/expansion06/doodads/argus/7arg_ground_rock_b02_blue.m2,ok,,,1,0,257,1,1,1,0,0,
1622379,world/expansion06/doodads/argus/7arg_ground_rock_b03_blue.m2,ok,,,1,0,91,1,1,1,0,0,
1622380,world/expansion06/doodads/argus/7arg_ground_rock_b04_blue.m2,ok,,,1,0,40,1,1,1,0,0,
1622381,world/expansion06/doodads/argus/7arg_ground_rock_b05_blue.m2,ok,,,1,0,83,1,1,1,0,0,
